away_team,away_score,home_team,home_score,date
Mount St. Joseph,0,Rose-Hulman,0,2022-09-28
Thiel,1,Franciscan,5,2022-09-28
Sarah Lawrence,2,Mount St. Mary,0,2022-09-28
Washington U.,2,Webster,0,2022-09-28
Occidental,0,Caltech,1,2022-09-28
Redlands,1,Pomona-Pitzer,4,2022-09-28
Mass-Boston,0,Southern Maine,4,2022-09-28
Massachusetts Maritime,3,Eastern Nazarene,0,2022-09-28
King's,0,Ursinus,3,2022-09-28
William Paterson,0,Rutgers-Newark,1,2022-09-28
Millikin,0,Illinois Wesleyan,6,2022-09-28
Marian,0,MSOE,3,2022-09-28
Westminster (Mo.),1,Greenville,1,2022-09-28
Illinois Tech,4,Benedictine,0,2022-09-28
Luther,0,UW-Stout,0,2022-09-28
Concordia-Moorhead,1,UW-Eau Claire,3,2022-09-28
Edgewood,4,Wisconsin Lutheran,1,2022-09-28
Chapman,1,Cal Lutheran,4,2022-09-28
Lewis and Clark,3,Willamette,2,2022-09-28
Whittier,0,Claremont-Mudd-Scripps,2,2022-09-28
Mary Hardin-Baylor,4,LeTourneau,0,2022-09-29
Brevard,0,Meredith,0,2022-09-29
Texas-Dallas,3,Sul Ross State,1,2022-09-29
Mount Mary,1,Maranatha Baptist,5,2022-09-29
University of the Ozarks,1,Howard Payne,2,2022-09-29
Delaware Valley,4,Gwynedd-Mercy,0,2022-09-29
Methodist,9,Salem,0,2022-09-29
Pfeiffer,0,Greensboro,4,2022-09-29
Covenant,4,Wesleyan (Ga.),0,2022-09-29
Concordia (Texas),1,East Texas Baptist,0,2022-09-29
Martin Luther,0,Northwestern (Minn.),5,2022-09-29
North Central (Minn.),0,Bethany Lutheran,4,2022-09-29
Cabrini,1,Alvernia,0,2022-09-29
Southern Virginia,0,Randolph-Macon,1,2022-09-29
Spalding,3,Principia,1,2022-09-29
Trinity (Texas),8,Austin,0,2022-09-30
Maryville (Tenn.),2,Huntingdon,2,2022-09-30
UW-Superior,6,Crown,0,2022-09-30
Northland,0,Minnesota-Morris,0,2022-09-30
Western New England,1,Endicott,2,2022-09-30
Sweet Briar,0,Randolph-Macon,8,2022-09-30
Keystone,9,Valley Forge,0,2022-09-30
Franciscan,2,Bethany,2,2022-09-30
Centre,1,Berry,2,2022-09-30
Berea,0,Belhaven,3,2022-09-30
Schreiner,0,University of Dallas,0,2022-09-30
Texas Lutheran,2,Centenary (La.),0,2022-09-30
Southwestern,5,St. Thomas (Texas),1,2022-09-30
Arcadia,0,Misericordia,5,2022-10-01
Salisbury,0,Messiah,7,2022-10-01
Brandeis,1,Case Western Reserve,2,2022-10-01
Amherst,0,Williams,1,2022-10-01
New York University,2,Carnegie Mellon,2,2022-10-01
Alma,0,Calvin,6,2022-10-01
Bard,0,William Smith,5,2022-10-01
UW-Stevens Point,0,UW-La Crosse,1,2022-10-01
Mary Hardin-Baylor,2,East Texas Baptist,0,2022-10-01
Washington U.,0,Emory,3,2022-10-01
Eastern Mennonite,0,Virginia Wesleyan,3,2022-10-01
Montclair State,3,Ramapo,1,2022-10-01
Pacific Lutheran,4,Whitman,2,2022-10-01
Simpson,0,Wartburg,1,2022-10-01
William Paterson,1,TCNJ,6,2022-10-01
Puget Sound,2,Whitworth,1,2022-10-01
Mary Washington,0,Washington and Lee,0,2022-10-01
Colby,1,Tufts,3,2022-10-01
Cortland State,1,Fredonia State,0,2022-10-01
RPI,0,Skidmore,1,2022-10-01
Dean,1,Anna Maria,1,2022-10-01
Hendrix,1,Millsaps,0,2022-10-01
Middlebury,0,Wesleyan,1,2022-10-01
Trinity (Conn.),1,Bates,1,2022-10-01
Albion,0,Kalamazoo,1,2022-10-01
Swarthmore,1,McDaniel,1,2022-10-01
Worcester State,2,Westfield State,3,2022-10-01
Plymouth State,1,Rhode Island College,1,2022-10-01
Hilbert,0,Pitt-Greensburg,7,2022-10-01
King's,1,Stevens,5,2022-10-01
Keene State,0,Eastern Connecticut,2,2022-10-01
Bridgewater State,1,Fitchburg State,1,2022-10-01
Widener,1,York (Pa.),1,2022-10-01
Olivet,0,Adrian,4,2022-10-01
Massachusetts Maritime,1,MCLA,1,2022-10-01
Elmira,0,Nazareth,8,2022-10-01
Delaware Valley,0,Lycoming,2,2022-10-01
Agnes Scott,0,LaGrange,4,2022-10-01
Benedictine,3,Lakeland,1,2022-10-01
Western Connecticut,3,Castleton,0,2022-10-01
Hamilton,0,Connecticut College,3,2022-10-01
Transylvania,2,Anderson,3,2022-10-01
Springfield,2,Coast Guard,0,2022-10-01
New Paltz State,3,Buffalo State,1,2022-10-01
Framingham State,3,Salem State,2,2022-10-01
Albertus Magnus,1,Simmons,0,2022-10-01
MIT,4,Wheaton (Mass.),0,2022-10-01
Penn College,3,St. Mary's (Md.),2,2022-10-01
Wells,1,Penn State-Abington,5,2022-10-01
Emerson,2,Mount Holyoke,0,2022-10-01
Manhattanville,2,Mount St. Vincent,3,2022-10-01
Plattsburgh State,2,Brockport State,0,2022-10-01
Eastern,1,Stevenson,1,2022-10-01
Potsdam State,0,Oswego State,3,2022-10-01
Hanover,8,Manchester,0,2022-10-01
WPI,0,Clark,1,2022-10-01
Mass-Dartmouth,2,Southern Maine,6,2022-10-01
Mount Union,1,Ohio Northern,3,2022-10-01
Rose-Hulman,7,Defiance,0,2022-10-01
Muskingum,0,Heidelberg,3,2022-10-01
Penn State-Harrisburg,0,Penn State-Berks,0,2022-10-01
Bluffton,1,Franklin,0,2022-10-01
Cedar Crest,0,Wilson,0,2022-10-01
Neumann,2,Marymount,0,2022-10-01
Salve Regina,0,Gordon,3,2022-10-01
New Jersey City,1,Rutgers-Camden,3,2022-10-01
Wellesley,1,Smith,3,2022-10-01
Colby-Sawyer,1,Regis (Mass.),5,2022-10-01
Bryn Athyn,7,Clarks Summit,0,2022-10-01
Mount St. Joseph,5,Earlham,0,2022-10-01
DeSales,3,Wilkes,0,2022-10-01
Allegheny,0,Washington and Jefferson,1,2022-10-01
Lancaster Bible,4,Morrisville State,0,2022-10-01
DePauw,4,Asbury,0,2022-10-01
University of the Ozarks,2,Sul Ross State,2,2022-10-01
Mitchell,6,York (N.Y.),1,2022-10-01
Johnson and Wales,3,St. Joseph's (Maine),0,2022-10-01
Lasell,2,Elms,2,2022-10-01
Vassar,0,Union,1,2022-10-01
Medaille,0,Hartwick,8,2022-10-01
Clarkson,0,RIT,0,2022-10-01
Sarah Lawrence,3,SUNY-Old Westbury,1,2022-10-01
Baldwin Wallace,0,Marietta,1,2022-10-01
Principia,0,Webster,5,2022-10-01
North Park,0,Millikin,1,2022-10-01
Wheaton (Ill.),0,Illinois Wesleyan,5,2022-10-01
Concordia (Texas),3,LeTourneau,1,2022-10-01
Martin Luther,4,North Central (Minn.),1,2022-10-01
Saint Benedict,5,Augsburg,1,2022-10-01
St. Olaf,1,Carleton,3,2022-10-01
Finlandia,1,Maranatha Baptist,0,2022-10-01
Eureka,0,Fontbonne,6,2022-10-01
Saint Mary's (Minn.),2,Concordia-Moorhead,1,2022-10-01
St. Catherine,3,Gustavus Adolphus,0,2022-10-01
Bethel,1,St. Scholastica,1,2022-10-01
Rhodes,2,Birmingham-Southern,0,2022-10-01
Hamline,1,Macalester,2,2022-10-01
Buena Vista,1,Luther,4,2022-10-01
Caltech,0,Claremont-Mudd-Scripps,2,2022-10-01
Cal Lutheran,0,Pomona-Pitzer,3,2022-10-01
Linfield,1,George Fox,1,2022-10-01
Waynesburg,5,Thiel,1,2022-10-01
Chatham,0,Westminster (Pa.),3,2022-10-01
Illinois College,2,Lawrence,3,2022-10-01
Knox,0,Beloit,1,2022-10-01
Monmouth,0,Lake Forest,3,2022-10-01
Cornell,3,Ripon,0,2022-10-01
Aurora,0,Edgewood,2,2022-10-01
Bowdoin,2,Babson,0,2022-10-01
Oneonta State,1,Geneseo State,3,2022-10-01
Sage,2,Keuka,0,2022-10-01
Kean,0,Stockton,0,2022-10-01
Dickinson,1,Franklin and Marshall,0,2022-10-01
Roger Williams,2,Suffolk,1,2022-10-01
Lehman,0,CCNY,9,2022-10-01
St. Lawrence,0,Ithaca,1,2022-10-01
Texas-Dallas,2,Howard Payne,0,2022-10-01
Northland,0,Crown,0,2022-10-01
Bethany Lutheran,1,Northwestern (Minn.),2,2022-10-01
UW-Superior,2,Minnesota-Morris,0,2022-10-01
Pacific,2,Willamette,1,2022-10-01
Maine-Presque Isle,1,Husson,1,2022-10-01
NVU-Johnson,0,SUNY Canton,0,2022-10-01
Maine-Farmington,3,NVU-Lyndon,1,2022-10-01
Cazenovia,0,SUNY Delhi,4,2022-10-01
Maine Maritime,2,Thomas,0,2022-10-01
Curry,0,University of New England,4,2022-10-01
SUNY Poly,2,SUNY-Cobleskill,0,2022-10-01
St. Joseph (Conn.),4,Rivier,1,2022-10-01
St. John Fisher,2,Houghton,0,2022-10-01
Bridgewater (Va.),3,Guilford,0,2022-10-01
Cabrini,1,FDU-Florham,0,2022-10-01
Susquehanna,2,Moravian,0,2022-10-01
Pitt-Bradford,0,La Roche,4,2022-10-01
Hope,1,Trine,1,2022-10-01
Oberlin,2,Wooster,4,2022-10-01
Juniata,0,Elizabethtown,3,2022-10-01
Goucher,0,Scranton,4,2022-10-01
Bryn Mawr,0,Gettysburg,2,2022-10-01
Catholic,0,Drew,0,2022-10-01
Alvernia,1,Hood,0,2022-10-01
SUNY-Maritime,1,Mount St. Mary,9,2022-10-01
Augustana,2,Carthage,0,2022-10-01
UW-Stout,3,UW-Platteville,4,2022-10-01
Penn State-Altoona,3,Alfred State,0,2022-10-01
Penn State-Behrend,7,Mount Aloysius,2,2022-10-01
St. Vincent,2,Geneva,1,2022-10-01
Notre Dame (Md.),1,St. Elizabeth,0,2022-10-01
UW-Whitewater,1,UW-River Falls,0,2022-10-01
Central,1,Dubuque,1,2022-10-01
Alverno,0,Wisconsin Lutheran,8,2022-10-01
Rockford,0,Concordia (Wis.),7,2022-10-01
Illinois Tech,3,Marian,0,2022-10-01
Dominican,4,St. Norbert,0,2022-10-01
Wittenberg,1,Grove City,3,2022-10-01
SUNY-Purchase,3,St. Joseph's (Bklyn.),2,2022-10-01
Emmanuel,3,Norwich,0,2022-10-01
Lebanon Valley,3,Albright,1,2022-10-01
Concordia-Chicago,0,MSOE,3,2022-10-01
Wentworth,2,Nichols,0,2022-10-01
Averett,0,Lynchburg,7,2022-10-01
North Carolina Wesleyan,0,Southern Virginia,5,2022-10-01
Utica,0,Alfred,1,2022-10-01
Cairn,1,Rosemont,0,2022-10-01
Sewanee,1,Oglethorpe,0,2022-10-01
Spalding,0,Westminster (Mo.),3,2022-10-01
McMurry,1,Hardin-Simmons,2,2022-10-01
John Carroll,2,Wilmington,1,2022-10-01
Haverford,3,Muhlenberg,0,2022-10-01
Capital,2,Otterbein,1,2022-10-01
Ursinus,0,Washington College,0,2022-10-01
Whittier,0,Redlands,2,2022-10-01
UW-Eau Claire,2,UW-Oshkosh,1,2022-10-01
Blackburn,0,Greenville,12,2022-10-01
Coe,0,Nebraska Wesleyan,2,2022-10-01
Carroll,5,Elmhurst,0,2022-10-01
Occidental,2,La Verne,2,2022-10-01
Trinity (Texas),6,University of Dallas,0,2022-10-02
Lesley,0,Amherst,7,2022-10-02
Penn State-Behrend,0,William Smith,6,2022-10-02
UW-La Crosse,2,MSOE,1,2022-10-02
Whitworth,0,Pacific Lutheran,2,2022-10-02
Puget Sound,1,Whitman,0,2022-10-02
Trinity (Conn.),1,Tufts,0,2022-10-02
Bates,0,Southern Maine,1,2022-10-02
Pitt-Greensburg,1,Ohio Wesleyan,2,2022-10-02
Cazenovia,0,Marywood,7,2022-10-02
Schreiner,1,Austin,0,2022-10-02
Chicago,0,Rochester,0,2022-10-02
Southwestern,2,Centenary (La.),0,2022-10-02
Berea,1,Huntingdon,3,2022-10-02
Texas Lutheran,2,St. Thomas (Texas),1,2022-10-02
George Fox,1,Lewis and Clark,0,2022-10-02
Claremont-Mudd-Scripps,0,UC Santa Cruz,0,2022-10-02
Pacific,1,Linfield,1,2022-10-02
Luther,2,Grinnell,2,2022-10-02
Randolph,0,Ferrum,0,2022-10-02
Trinity (D.C.),3,Cairn,5,2022-10-03
Immaculata,1,Bryn Mawr,5,2022-10-03
Nichols,5,Rivier,0,2022-10-03
Blackburn,0,Webster,11,2022-10-03
Christopher Newport,1,Lynchburg,0,2022-10-04
St. Mary's (Ind.),0,Calvin,4,2022-10-04
Rutgers-Newark,0,Rowan,2,2022-10-04
Oglethorpe,0,Emory,7,2022-10-04
Muhlenberg,1,Dickinson,4,2022-10-04
Salem State,1,Endicott,4,2022-10-04
Albion,3,Olivet,0,2022-10-04
Adrian,0,Trine,1,2022-10-04
Buffalo State,2,Hilbert,1,2022-10-04
Delaware Valley,0,King's,6,2022-10-04
Plattsburgh State,1,St. Lawrence,0,2022-10-04
SUNY Delhi,1,Elmira,4,2022-10-04
Hamilton,3,Union,1,2022-10-04
Alvernia,0,Lebanon Valley,3,2022-10-04
RIT,4,St. John Fisher,0,2022-10-04
Clarkson,0,Middlebury,2,2022-10-04
Wilkes,0,Lycoming,2,2022-10-04
Mount St. Mary,1,Mount St. Vincent,2,2022-10-04
Thomas,0,University of New England,5,2022-10-04
Asbury,0,Denison,4,2022-10-04
Brooklyn,0,Bard,1,2022-10-04
Belhaven,0,Sewanee,1,2022-10-04
St. Joseph's (Bklyn.),0,Manhattanville,1,2022-10-04
Mount Holyoke,0,Keene State,2,2022-10-04
Grove City,9,Thiel,1,2022-10-04
Macalester,0,St. Scholastica,0,2022-10-04
Maranatha Baptist,0,Ripon,3,2022-10-04
Northwestern (Minn.),0,Hamline,2,2022-10-04
Covenant,2,Berea,2,2022-10-04
Monmouth,0,Knox,2,2022-10-04
Farmingdale State,1,St. Joseph's (L.I.),0,2022-10-04
Greensboro,1,Brevard,1,2022-10-04
Connecticut College,1,Eastern Connecticut,0,2022-10-04
Piedmont,4,Wesleyan (Ga.),0,2022-10-04
Western Connecticut,3,Worcester State,2,2022-10-04
Huntingdon,0,LaGrange,1,2022-10-04
Mass-Dartmouth,0,Bridgewater State,3,2022-10-04
Eastern,1,Widener,2,2022-10-04
Hope,3,Kalamazoo,0,2022-10-04
Wesleyan,4,Roger Williams,0,2022-10-04
New England College,0,Suffolk,3,2022-10-04
Guilford,3,Ferrum,0,2022-10-04
York (Pa.),1,Albright,0,2022-10-04
FDU-Florham,1,Stevens,4,2022-10-04
Sarah Lawrence,5,SUNY-Maritime,0,2022-10-04
Fontbonne,2,Principia,0,2022-10-04
Fitchburg State,4,Eastern Nazarene,2,2022-10-04
Colby,4,Maine Maritime,0,2022-10-04
Washington and Jefferson,0,Waynesburg,0,2022-10-04
Cortland State,0,Misericordia,2,2022-10-05
Gettysburg,0,Johns Hopkins,4,2022-10-05
Stevenson,0,Messiah,6,2022-10-05
Luther,0,Loras,2,2022-10-05
UW-River Falls,0,UW-La Crosse,6,2022-10-05
Virginia Wesleyan,4,Shenandoah,1,2022-10-05
John Jay,0,Montclair State,8,2022-10-05
Central,1,Wartburg,4,2022-10-05
Elizabethtown,1,TCNJ,6,2022-10-05
Randolph-Macon,1,Washington and Lee,1,2022-10-05
Penn State-Berks,6,Penn State-Abington,1,2022-10-05
Johnson and Wales,6,Colby-Sawyer,0,2022-10-05
Westminster (Mo.),3,Blackburn,0,2022-10-05
North Central (Minn.),0,Northland,3,2022-10-05
Crown,3,Martin Luther,1,2022-10-05
Sage,0,Vassar,4,2022-10-05
Plymouth State,1,Nichols,2,2022-10-05
Rosemont,7,Valley Forge,0,2022-10-05
Defiance,0,Earlham,1,2022-10-05
MCLA,0,Utica,4,2022-10-05
Salem,1,Mary Baldwin,0,2022-10-05
Hood,2,Salisbury,3,2022-10-05
Lesley,2,Southern Maine,6,2022-10-05
Oswego State,0,Geneseo State,0,2022-10-05
Mount Aloysius,0,Mary Washington,4,2022-10-05
Meredith,1,North Carolina Wesleyan,4,2022-10-05
Clarks Summit,0,Keystone,6,2022-10-05
Oneonta State,0,Potsdam State,1,2022-10-05
Westfield State,0,Western New England,1,2022-10-05
Castleton,0,Gordon,1,2022-10-05
Alfred,0,Ithaca,2,2022-10-05
Mass-Boston,3,Salve Regina,0,2022-10-05
Clark,2,Wellesley,1,2022-10-05
Babson,0,MIT,1,2022-10-05
Marywood,7,Centenary (N.J.),0,2022-10-05
Averett,6,Hollins,1,2022-10-05
Juniata,0,Pitt-Greensburg,0,2022-10-05
UW-Oshkosh,2,UW-Stevens Point,2,2022-10-05
Minnesota-Morris,0,Bethany Lutheran,5,2022-10-05
Greenville,10,Eureka,0,2022-10-05
Morrisville State,4,Wells,0,2022-10-05
Wilson,12,Trinity (D.C.),1,2022-10-05
Goucher,1,Rutgers-Camden,0,2022-10-05
Rose-Hulman,3,Anderson,0,2022-10-05
Webster,1,Spalding,0,2022-10-05
St. Mary's (Md.),11,Gallaudet,0,2022-10-05
Scranton,1,Farmingdale State,0,2022-10-05
Lancaster Bible,0,Penn State-Harrisburg,2,2022-10-05
Ursinus,2,Moravian,2,2022-10-05
Bethany,1,Chatham,6,2022-10-05
Nazareth,4,Medaille,0,2022-10-05
Northwestern (Minn.),0,UW-Superior,2,2022-10-05
Concordia-Moorhead,0,Saint Benedict,1,2022-10-05
UW-Stout,0,Saint Mary's (Minn.),1,2022-10-05
St. Catherine,1,Bethel,0,2022-10-05
Franciscan,2,Westminster (Pa.),0,2022-10-05
Lake Forest,1,Beloit,0,2022-10-05
Cornell,0,Grinnell,2,2022-10-05
Neumann,0,Cabrini,2,2022-10-05
Coast Guard,1,Emerson,3,2022-10-05
Dean,0,St. Joseph (Conn.),7,2022-10-05
Dubuque,5,Coe,0,2022-10-05
Drew,1,William Paterson,1,2022-10-05
Lasell,1,Regis (Mass.),0,2022-10-05
Manchester,0,Franklin,0,2022-10-05
Gwynedd-Mercy,0,Marymount,3,2022-10-05
Bluffton,0,Mount St. Joseph,2,2022-10-05
Mount Union,6,Baldwin Wallace,0,2022-10-05
Susquehanna,4,Penn College,0,2022-10-05
Muskingum,1,Marietta,2,2022-10-05
Roanoke,5,Randolph,0,2022-10-05
Rivier,1,Norwich,4,2022-10-05
Hanover,1,Transylvania,1,2022-10-05
Albertus Magnus,0,Emmanuel,3,2022-10-05
Wilmington,0,Capital,2,2022-10-05
Methodist,4,William Peace,2,2022-10-05
Simmons,1,Anna Maria,3,2022-10-05
McDaniel,0,Franklin and Marshall,0,2022-10-05
St. Joseph's (Maine),4,Elms,0,2022-10-05
Heidelberg,1,John Carroll,2,2022-10-05
Bridgewater (Va.),1,Eastern Mennonite,0,2022-10-05
Otterbein,0,Ohio Northern,0,2022-10-05
Houghton,2,Keuka,1,2022-10-05
Brockport State,1,Fredonia State,1,2022-10-05
Stockton,1,New York University,3,2022-10-05
Smith,0,Springfield,1,2022-10-05
Wheaton (Mass.),3,WPI,1,2022-10-05
CCNY,9,SUNY-Purchase,0,2022-10-05
Hartwick,0,Skidmore,2,2022-10-05
Geneva,1,Allegheny,2,2022-10-05
Pomona-Pitzer,3,Chapman,2,2022-10-05
Whittier,2,Caltech,0,2022-10-05
Whitman,0,Whitworth,6,2022-10-05
Lynchburg,9,Sweet Briar,0,2022-10-05
Washington College,1,Swarthmore,2,2022-10-05
Elmhurst,0,North Park,3,2022-10-05
Augustana,0,Illinois Wesleyan,3,2022-10-05
Wheaton (Ill.),0,North Central (Ill.),0,2022-10-05
Carthage,1,Carroll,1,2022-10-05
Dominican,0,Marian,1,2022-10-05
Alverno,0,Benedictine,16,2022-10-05
Lakeland,0,Wisconsin Lutheran,3,2022-10-05
Aurora,1,Illinois Tech,6,2022-10-05
Concordia (Wis.),1,MSOE,4,2022-10-05
Edgewood,1,St. Norbert,0,2022-10-05
UW-Platteville,0,UW-Whitewater,1,2022-10-05
Concordia-Chicago,2,Rockford,0,2022-10-05
UW-Eau Claire,3,Augsburg,1,2022-10-05
Buena Vista,0,Simpson,7,2022-10-05
La Verne,0,Redlands,3,2022-10-05
Claremont-Mudd-Scripps,0,Cal Lutheran,2,2022-10-05
Sul Ross State,1,Mary Hardin-Baylor,6,2022-10-06
SUNY-Old Westbury,3,Mitchell,1,2022-10-06
Arcadia,1,DeSales,2,2022-10-06
Maryville (Tenn.),1,Asbury,1,2022-10-06
LeTourneau,0,McMurry,1,2022-10-06
Howard Payne,0,Concordia (Texas),2,2022-10-06
East Texas Baptist,1,Hardin-Simmons,5,2022-10-06
Framingham State,2,Keene State,2,2022-10-06
Roger Williams,1,Mass-Dartmouth,1,2022-10-06
Oberlin,2,Adrian,1,2022-10-06
Trinity (Texas),6,Southwestern,0,2022-10-07
Lehman,1,Pratt,7,2022-10-07
SUNY-Maritime,0,Manhattanville,4,2022-10-07
Mount St. Joseph,1,Franklin,0,2022-10-07
FDU-Florham,3,Delaware Valley,0,2022-10-07
Brooklyn,0,St. Joseph's (L.I.),5,2022-10-07
Salem State,2,Fitchburg State,3,2022-10-07
Union,1,RPI,1,2022-10-07
Sewanee,3,Hendrix,1,2022-10-07
Berry,4,Birmingham-Southern,0,2022-10-07
Centre,4,Rhodes,2,2022-10-07
Schreiner,0,Texas Lutheran,3,2022-10-07
Westfield State,3,Massachusetts Maritime,0,2022-10-07
Nichols,0,Curry,1,2022-10-07
Lynchburg,5,Ferrum,0,2022-10-07
Austin,1,Centenary (La.),5,2022-10-07
Southern Virginia,1,Brevard,1,2022-10-07
Oglethorpe,0,Millsaps,0,2022-10-07
University of Dallas,1,St. Thomas (Texas),0,2022-10-07
Misericordia,5,DeSales,0,2022-10-08
Johns Hopkins,3,Washington College,0,2022-10-08
Christopher Newport,1,Gettysburg,0,2022-10-08
Messiah,2,Alvernia,0,2022-10-08
Case Western Reserve,3,New York University,0,2022-10-08
Wesleyan,0,Amherst,3,2022-10-08
Carnegie Mellon,1,Brandeis,0,2022-10-08
Calvin,1,Hope,0,2022-10-08
Loras,3,Simpson,0,2022-10-08
William Smith,2,Clarkson,0,2022-10-08
UW-La Crosse,2,UW-Eau Claire,0,2022-10-08
Howard Payne,0,Mary Hardin-Baylor,0,2022-10-08
Montclair State,0,Rowan,1,2022-10-08
Emory,3,Chicago,0,2022-10-08
Hollins,0,Virginia Wesleyan,9,2022-10-08
George Fox,1,Pacific Lutheran,1,2022-10-08
Wartburg,2,Dubuque,2,2022-10-08
TCNJ,5,Rutgers-Newark,0,2022-10-08
Willamette,0,Puget Sound,3,2022-10-08
Washington and Lee,3,Eastern Mennonite,0,2022-10-08
Buffalo State,1,Cortland State,4,2022-10-08
Connecticut College,0,Williams,1,2022-10-08
Shenandoah,4,Guilford,1,2022-10-08
Bates,2,Hamilton,2,2022-10-08
Roanoke,2,Averett,1,2022-10-08
Huntingdon,0,Piedmont,1,2022-10-08
Brooklyn,7,Medgar Evers,0,2022-10-08
Mitchell,0,Lesley,2,2022-10-08
Olivet,1,Kalamazoo,2,2022-10-08
WPI,0,Wellesley,0,2022-10-08
MIT,1,Springfield,0,2022-10-08
Wheaton (Mass.),6,Mount Holyoke,1,2022-10-08
Randolph,8,Sweet Briar,0,2022-10-08
Clark,2,Coast Guard,2,2022-10-08
Roger Williams,2,Wentworth,2,2022-10-08
Bethany,1,St. Vincent,0,2022-10-08
Colby,1,Middlebury,2,2022-10-08
Endicott,1,Salve Regina,2,2022-10-08
Cabrini,1,Marywood,2,2022-10-08
Western Connecticut,1,Plymouth State,1,2022-10-08
Emmanuel,2,Anna Maria,1,2022-10-08
Regis (Mass.),1,St. Joseph (Conn.),0,2022-10-08
Dean,1,Elms,2,2022-10-08
Alfred,0,Elmira,0,2022-10-08
Valley Forge,0,St. Elizabeth,8,2022-10-08
York (N.Y.),0,John Jay,12,2022-10-08
Marian,1,Concordia-Chicago,1,2022-10-08
St. Joseph's (Maine),3,Lasell,4,2022-10-08
Hood,2,Eastern,1,2022-10-08
Gallaudet,0,Penn State-Harrisburg,10,2022-10-08
Ohio Wesleyan,0,Kenyon,1,2022-10-08
Western New England,1,Gordon,0,2022-10-08
Albright,1,Stevenson,0,2022-10-08
Centenary (N.J.),2,Marymount,2,2022-10-08
Mary Baldwin,0,Methodist,3,2022-10-08
Geneseo State,1,New Paltz State,0,2022-10-08
Penn State-Abington,2,St. Mary's (Md.),4,2022-10-08
Anderson,3,Bluffton,1,2022-10-08
Wilson,3,Keystone,1,2022-10-08
Blackburn,0,Spalding,9,2022-10-08
Wells,0,Lancaster Bible,6,2022-10-08
Brockport State,2,Oneonta State,1,2022-10-08
Keene State,1,Mass-Dartmouth,0,2022-10-08
Salisbury,1,Mary Washington,3,2022-10-08
Otterbein,3,Muskingum,0,2022-10-08
Gwynedd-Mercy,0,Immaculata,4,2022-10-08
Defiance,0,Hanover,7,2022-10-08
Babson,0,Emerson,0,2022-10-08
Colby-Sawyer,0,Simmons,0,2022-10-08
Widener,1,Lebanon Valley,3,2022-10-08
Ohio Northern,2,Capital,2,2022-10-08
Oswego State,0,Plattsburgh State,2,2022-10-08
Fredonia State,1,Potsdam State,1,2022-10-08
DePauw,1,Wooster,0,2022-10-08
Agnes Scott,0,Berea,3,2022-10-08
Earlham,0,Rose-Hulman,7,2022-10-08
Bard,0,Ithaca,6,2022-10-08
Rhode Island College,2,Mass-Boston,3,2022-10-08
Ramapo,2,New Jersey City,1,2022-10-08
Washington and Jefferson,1,Franciscan,3,2022-10-08
Thiel,0,Chatham,6,2022-10-08
Penn College,3,Penn State-Berks,5,2022-10-08
Millikin,2,Augustana,1,2022-10-08
Manchester,0,Transylvania,3,2022-10-08
Maine-Presque Isle,3,SUNY Canton,0,2022-10-08
Wesleyan (Ga.),0,Maryville (Tenn.),5,2022-10-08
Meredith,2,Salem,2,2022-10-08
Randolph-Macon,0,Bridgewater (Va.),2,2022-10-08
Franklin and Marshall,4,Bryn Mawr,0,2022-10-08
Adrian,3,St. Mary's (Ind.),1,2022-10-08
MCLA,0,Framingham State,1,2022-10-08
Notre Dame (Md.),0,Cairn,4,2022-10-08
Skidmore,1,Vassar,1,2022-10-08
Bowdoin,1,Trinity (Conn.),1,2022-10-08
Sarah Lawrence,8,SUNY-Purchase,0,2022-10-08
Carroll,1,Illinois Wesleyan,1,2022-10-08
Sul Ross State,2,Concordia (Texas),3,2022-10-08
UW-Whitewater,0,UW-Stevens Point,1,2022-10-08
Fontbonne,1,Webster,0,2022-10-08
Augsburg,0,Saint Mary's (Minn.),0,2022-10-08
Texas-Dallas,1,University of the Ozarks,0,2022-10-08
Macalester,1,St. Catherine,3,2022-10-08
Eureka,0,Westminster (Mo.),11,2022-10-08
Saint Benedict,0,St. Olaf,1,2022-10-08
St. Scholastica,3,Hamline,1,2022-10-08
Carleton,1,Bethel,0,2022-10-08
Ripon,2,Monmouth,1,2022-10-08
Mount St. Mary,2,Farmingdale State,3,2022-10-08
Maine-Farmington,0,SUNY Poly,0,2022-10-08
Maine Maritime,3,SUNY-Cobleskill,0,2022-10-08
Hartwick,1,Houghton,1,2022-10-08
Stevens,5,Wilkes,0,2022-10-08
Lawrence,2,Knox,0,2022-10-08
Beloit,0,Grinnell,1,2022-10-08
Lake Forest,2,Illinois College,0,2022-10-08
Lakeland,3,Rockford,2,2022-10-08
Claremont-Mudd-Scripps,0,Pomona-Pitzer,0,2022-10-08
Asbury,1,Trine,5,2022-10-08
Eastern Nazarene,1,New England College,1,2022-10-08
University of New England,1,Suffolk,1,2022-10-08
Smith,0,Southern Maine,2,2022-10-08
Haverford,0,Ursinus,0,2022-10-08
Nazareth,0,Utica,0,2022-10-08
RIT,3,St. Lawrence,1,2022-10-08
Castleton,1,Eastern Connecticut,1,2022-10-08
Northwestern (Minn.),2,Northland,0,2022-10-08
Crown,1,Bethany Lutheran,4,2022-10-08
Concordia (Wis.),6,Alverno,0,2022-10-08
Minnesota-Morris,2,Martin Luther,2,2022-10-08
