"position","Round","forty","vertical","bench_reps","broad_jump","three_cone","shuttle"
"TE",NA,4.98,30.5,19,110,7.46,4.54
"OG",1,5.33,31.5,25,103,8.17,4.87
"FB",NA,4.69,NA,23,NA,NA,NA
"TE",3,4.79,35,20,120,7.32,4.57
"WR",6,4.46,37,12,125,7.07,4.25
"WR",NA,4.44,34.5,NA,118,6.97,4.18
"WR",1,4.35,36.5,23,123,6.92,4.14
"OT",4,5.34,26,27,97,NA,5.15
"RB",5,4.48,33.5,16,117,7.16,4.46
"TE",2,4.78,34.5,17,117,7.3,4.37
"RB",NA,4.49,33.5,18,119,6.84,4.12
"QB",1,4.97,28.5,NA,103,7.16,4.36
"WR",NA,4.59,NA,12,NA,NA,NA
"RB",2,4.61,36,22,117,7.19,4.22
"FB",NA,4.6,41,25,121,7.08,4.14
"OT",NA,5.36,28.5,30,100,8.42,4.83
"WR",NA,4.48,35,17,123,6.9,4.13
"RB",NA,4.75,31,12,116,6.85,4.21
"RB",NA,4.47,34,17,112,7.26,4.58
"OG",NA,5.27,NA,20,NA,NA,NA
"QB",NA,4.83,29.5,NA,114,6.82,4.2
"TE",6,4.64,32.5,NA,117,7.05,4.31
"WR",NA,4.66,34.5,13,116,6.95,4.14
"OT",7,5.57,24,25,95,8.04,4.9
"QB",6,4.84,28,NA,110,7.06,4.33
"C",NA,5.29,26.5,23,101,7.9,4.73
"WR",NA,4.67,33,NA,127,7.4,4.28
"TE",NA,4.59,38,16,119,NA,NA
"WR",7,4.72,33,NA,123,NA,NA
"RB",NA,4.64,32.5,20,111,7,4.21
"OT",4,5.28,25.5,20,103,7.96,4.71
"OT",5,4.98,28,NA,104,8.15,5.11
"C",7,5.36,27.5,29,99,7.52,4.53
"C",4,5.33,28.5,24,96,7.52,4.69
"RB",4,4.56,NA,22,NA,NA,NA
"WR",2,4.58,34,11,119,6.9,4.35
"QB",NA,4.77,32,NA,110,NA,4.4
"TE",NA,4.73,35.5,20,121,6.9,4.2
"C",NA,5.01,28,25,108,7.31,4.27
"QB",3,4.94,31,NA,113,7.17,4.53
"WR",NA,4.48,NA,NA,NA,NA,NA
"WR",6,4.56,30.5,20,115,7.22,4.31
"WR",NA,4.62,36,12,123,6.49,4.2
"WR",3,4.5,35.5,14,120,NA,NA
"RB",NA,4.63,NA,19,NA,NA,NA
"OT",3,5.16,NA,18,NA,NA,NA
"WR",1,4.42,40.5,17,129,NA,NA
"OT",3,5.18,NA,22,NA,NA,NA
"RB",5,4.59,28.5,18,113,NA,NA
"OT",1,5,30,25,103,7.63,4.57
"QB",4,4.79,33,NA,113,7.21,4.28
"OT",5,5.17,25,19,102,7.85,4.89
"WR",4,4.52,31,15,115,NA,NA
"WR",6,4.47,31.5,14,119,NA,NA
"OT",5,5.18,31,28,109,7.64,4.77
"WR",5,4.42,38.5,11,124,6.6,4.22
"OT",1,5.23,29,20,101,7.7,4.76
"RB",4,4.56,37.5,18,121,6.97,4.28
"WR",1,4.5,41,14,131,6.84,4.08
"QB",7,5.22,27,NA,103,7.49,4.52
"RB",3,4.45,34.5,10,123,7.04,4.21
"OT",5,5.27,27,30,100,7.88,4.66
"QB",6,4.56,32,NA,122,7.19,4.25
"TE",7,4.72,33.5,12,118,6.97,4.24
"OT",4,5.26,27.5,NA,97,NA,NA
"RB",1,4.47,32.5,NA,118,NA,NA
"RB",4,4.41,39,17,130,NA,NA
"RB",NA,4.48,34.5,21,120,NA,NA
"WR",NA,4.57,35.5,14,117,6.75,4.07
"WR",1,4.32,33.5,10,126,6.93,4.27
"OG",1,5.32,29,30,99,7.62,4.64
"WR",NA,4.53,36.5,14,128,7.3,4.33
"C",3,5.13,25,23,106,7.63,4.63
"QB",1,4.82,27,NA,110,7.17,4.47
"OG",NA,5.2,21.5,28,98,8.07,4.98
"TE",NA,4.9,29.5,NA,106,NA,NA
"FB",NA,4.71,33,17,120,7.1,4.45
"QB",2,4.78,31,NA,114,7.04,4.33
"OT",5,5.16,27.5,NA,111,7.47,4.47
"OT",4,5.23,23.5,23,100,8.19,4.89
"TE",6,4.71,30.5,18,115,6.88,4.31
"RB",2,4.54,37,22,130,7.2,4.38
"TE",2,4.79,NA,13,NA,NA,NA
"FB",NA,4.82,NA,NA,NA,NA,NA
"TE",4,4.77,NA,NA,NA,NA,NA
"WR",5,4.64,32,13,116,NA,NA
"QB",5,4.78,32.5,NA,113,6.9,4.31
"WR",NA,4.54,31.5,8,123,NA,NA
"TE",3,4.72,33,19,117,7,4.32
"RB",5,4.57,34,16,122,NA,NA
"OT",1,5.27,32.5,24,109,NA,4.75
"OT",NA,5.38,26,20,97,NA,NA
"FB",6,4.81,34,30,119,7.28,4.32
"RB",NA,4.64,NA,NA,NA,NA,NA
"OT",NA,5.21,30.5,24,104,7.31,4.6
"QB",4,4.81,36,NA,NA,NA,NA
"WR",NA,4.65,33.5,9,NA,6.99,4.14
"OG",NA,5.32,27.5,12,107,8.3,4.83
"C",1,5.03,30,26,103,7.58,4.59
"QB",3,4.89,29.5,NA,104,7.32,4
"OT",NA,5.55,22.5,19,94,8.72,5.06
"RB",7,4.46,41.5,23,135,7.22,4.26
"WR",7,4.64,31,NA,111,7.13,4.2
"OT",4,5.22,29.5,27,100,7.94,4.72
"WR",NA,4.57,33.5,8,116,NA,NA
"WR",6,4.39,35.5,15,129,NA,NA
"WR",4,4.43,38,18,132,NA,NA
"QB",1,4.86,36,NA,118,7.14,4.26
"RB",NA,4.53,NA,24,NA,NA,NA
"TE",NA,4.77,34.5,18,121,7,4.33
"WR",NA,4.42,NA,17,NA,NA,NA
"WR",NA,4.6,37.5,16,125,6.8,4.13
"RB",7,4.31,30.5,25,NA,NA,NA
"C",2,5.22,28,28,97,7.57,4.72
"OT",NA,5.54,27.5,19,99,8.38,4.97
"TE",NA,4.83,NA,17,NA,NA,NA
"OG",5,5.11,33,33,109,7.5,4.65
"WR",NA,4.55,35,12,123,7.08,4.63
"WR",3,4.5,35,17,123,6.65,4.07
"WR",4,4.45,36,15,129,6.94,4.34
"WR",4,4.53,37,10,130,6.76,4.2
"TE",6,NA,NA,NA,NA,NA,NA
"OT",6,5.19,NA,23,NA,NA,NA
"OT",NA,5.39,26.5,32,103,8.55,5.15
"OT",3,5.17,NA,23,NA,NA,NA
"WR",5,4.47,34.5,NA,121,7.08,4.33
"WR",7,4.45,35.5,12,122,6.96,4.46
"RB",5,4.54,32,19,124,NA,NA
"QB",4,4.79,32.5,NA,116,7.11,4.32
"RB",3,4.48,35.5,NA,121,NA,NA
"OG",NA,5.3,28,30,111,7.75,4.9
"WR",4,4.59,34.5,NA,123,6.77,4.19
"WR",NA,4.54,29.5,12,112,7.18,4.33
"TE",7,4.74,35,23,124,7.1,4.33
"WR",NA,4.54,32.5,17,116,NA,NA
"OG",3,5.19,26,NA,105,7.4,4.52
"WR",NA,4.58,32.5,12,116,7.12,4.19
"WR",5,4.55,33.5,11,114,NA,NA
"OT",5,5.22,30.5,22,112,NA,NA
"WR",2,4.48,41,20,123,7,4.35
"C",NA,5.39,24,27,103,7.89,4.76
"OT",NA,5.42,23,17,92,8.36,5.12
"RB",5,4.47,33.5,14,120,6.83,4.28
"OT",2,4.94,31.5,31,115,7.7,4.44
"WR",NA,4.69,35,12,114,7.09,4.2
"OT",1,5.2,28.5,NA,NA,8.03,4.9
"QB",NA,4.8,33.5,NA,115,7.29,4.33
"QB",6,5.02,29,NA,105,NA,NA
"RB",6,4.6,32,15,113,NA,NA
"OT",5,5.22,28,NA,103,7.9,4.78
"WR",2,4.57,35,18,126,6.8,4.13
"OT",3,4.95,28.5,28,110,7.47,4.54
"OT",5,5.32,26,22,103,7.88,4.59
"WR",1,4.52,33,12,117,NA,NA
"OG",6,5.45,23.5,22,90,7.94,5.02
"C",3,5.12,NA,22,NA,NA,NA
"OT",1,5.23,NA,NA,NA,NA,NA
"OG",NA,5.58,19,30,88,NA,NA
"FB",NA,4.68,32,26,108,NA,NA
"OT",5,5.26,29,23,113,8.26,5
"TE",3,4.76,30.5,17,111,7.05,4.2
"FB",6,4.6,38.5,30,123,7.12,4.12
"RB",5,4.49,34.5,24,116,7.03,4.2
"QB",1,4.77,30.5,NA,118,6.86,4.15
"OG",5,5.12,NA,34,98,7.69,4.71
"OT",2,5.02,25.5,16,110,7.32,4.58
"RB",NA,4.54,36.5,21,118,7.08,4.33
"TE",NA,4.94,29.5,19,111,7.19,4.53
"WR",NA,4.72,30,14,121,7.43,4.47
"RB",5,4.56,NA,16,NA,NA,NA
"WR",NA,4.85,28,NA,113,NA,NA
"QB",NA,4.8,31,NA,116,6.74,4.31
"OT",NA,5.39,NA,NA,NA,8.22,4.91
"OT",NA,5.61,26,18,103,8.35,5.17
"OG",NA,5.41,27,23,105,7.97,4.89
"RB",NA,4.74,32.5,21,NA,NA,NA
"OT",NA,NA,23.5,22,NA,NA,NA
"RB",NA,4.48,34,20,120,NA,NA
"OG",NA,4.98,28.5,23,108,NA,NA
"OT",NA,5.45,27,18,106,7.57,4.69
"TE",NA,4.7,29,23,118,NA,NA
"OG",NA,5.23,27.5,24,107,8.13,4.9
"WR",5,4.44,29.5,8,125,6.98,4.28
"WR",NA,4.42,34.5,8,123,6.73,4.14
"OG",5,5.34,25.5,35,102,7.83,4.93
"OG",4,5.58,23.5,22,92,8.31,5.21
"QB",3,NA,31,NA,113,NA,NA
"OT",6,5.23,29.5,23,96,8.02,4.94
"WR",NA,4.54,32,9,117,6.83,4.22
"OT",1,4.95,28,NA,115,7.29,4.55
"WR",NA,4.68,34,9,125,6.73,4.21
"OG",NA,5.04,28,25,102,7.85,4.9
"WR",7,NA,NA,19,NA,7.07,4.33
"TE",NA,NA,34,24,NA,NA,NA
"OT",NA,NA,28,17,106,7.9,4.84
"OT",NA,NA,25,23,97,NA,NA
"TE",5,NA,NA,NA,NA,NA,NA
"WR",NA,4.41,37,13,119,NA,NA
"RB",7,4.58,37,23,130,NA,NA
"TE",NA,4.68,NA,19,NA,NA,NA
"WR",4,4.47,35.5,10,132,6.7,4.09
"RB",NA,4.68,28.5,19,115,NA,NA
"RB",4,4.42,31.5,11,118,NA,NA
"WR",7,4.45,34,10,122,NA,NA
"OG",NA,4.81,NA,34,NA,NA,NA
"RB",3,4.65,29,20,113,NA,NA
"RB",2,4.49,30.5,22,116,7.27,4.53
"OG",NA,5.36,24.5,26,99,8.02,4.88
"TE",NA,4.55,32,17,116,7.09,4.47
"WR",3,4.45,36,17,124,NA,NA
"WR",1,NA,NA,NA,NA,NA,NA
"RB",NA,NA,NA,21,NA,NA,NA
"WR",6,4.44,41,19,136,6.82,4.28
"OG",2,5.11,26,26,106,7.3,4.78
"RB",7,4.47,28,18,109,NA,NA
"OT",5,NA,NA,27,NA,NA,NA
"QB",4,4.64,33,NA,122,6.75,4.31
"WR",7,4.52,39.5,11,135,7.19,4.26
"WR",NA,4.57,30.5,NA,116,7.29,4.55
"C",3,5.32,23.5,22,99,7.94,4.71
"OG",5,5.22,NA,34,NA,NA,NA
"TE",1,4.42,36,19,125,6.92,4.23
"WR",NA,4.49,31,14,126,6.95,4.32
"QB",NA,4.8,26.5,NA,112,NA,4.41
"TE",2,4.62,37.5,22,126,6.99,4.33
"OG",3,5.24,28,26,101,7.52,4.68
"WR",7,4.61,35.5,14,127,6.94,4.34
"RB",3,NA,NA,18,NA,NA,NA
"RB",1,4.51,28.5,NA,NA,NA,NA
"C",7,5.24,26,23,96,7.71,4.84
"RB",4,4.6,29.5,21,120,7.17,4.28
"OT",3,5.15,31,24,108,7.98,4.94
"OG",NA,5.35,20,24,91,8.08,5
"WR",5,4.5,32,8,118,6.83,4.2
"WR",3,4.42,36,19,126,7.01,4
"WR",3,4.5,35.5,18,120,7,4.15
"WR",4,4.53,35,11,119,6.74,4.13
"OG",4,5.15,30.5,26,105,8.16,4.81
"WR",NA,4.64,NA,16,NA,NA,NA
"WR",3,4.46,36,13,131,7.18,4.35
"TE",NA,NA,NA,20,NA,NA,NA
"RB",5,4.54,34,15,125,7.03,4.32
"TE",6,4.57,39,18,134,NA,4.45
"OT",5,5.47,28,23,111,7.71,4.72
"WR",4,4.53,NA,NA,NA,NA,NA
"RB",7,NA,NA,18,NA,NA,NA
"WR",NA,4.58,37.5,NA,119,6.95,4.14
"TE",1,4.51,30,22,121,6.85,4.16
"RB",3,4.62,36.5,18,119,NA,NA
"OG",5,5.03,29,26,94,8.13,4.9
"OG",4,5.27,30,21,114,8.39,5.09
"OT",5,NA,NA,NA,NA,NA,NA
"RB",5,4.56,37.5,16,127,6.82,4.2
"WR",2,4.45,36.5,15,133,6.79,4.01
"QB",6,NA,NA,NA,NA,NA,NA
"RB",3,4.56,39.5,15,131,NA,NA
"TE",5,4.52,35,18,132,NA,NA
"QB",2,4.83,30.5,NA,107,7.4,4.53
"QB",NA,4.54,35.5,NA,125,7.04,4.14
"WR",3,4.62,31,NA,116,6.75,4.08
"OG",2,5,27.5,34,111,7.55,4.62
"WR",NA,4.6,35,16,125,6.87,4.12
"OG",NA,5.44,25.5,18,100,8.02,4.75
"TE",5,NA,33,18,114,7.12,4.33
"QB",NA,4.93,34.5,NA,123,6.96,4.25
"OG",6,5.16,26.5,26,106,7.55,4.73
"QB",NA,5.08,27,NA,105,7.32,4.45
"RB",5,4.37,33.5,17,121,NA,NA
"WR",NA,4.55,32.5,11,119,7.23,4.43
"RB",4,4.5,35.5,15,125,NA,NA
"QB",1,4.8,30,NA,114,6.88,4.08
"WR",4,4.4,30.5,10,121,7.05,4.19
"OG",NA,5.84,24.5,NA,96,8.51,5.38
"WR",NA,4.56,29.5,11,117,7.01,4.2
"RB",1,4.48,37.5,10,121,6.57,4.22
"OT",6,5.18,28.5,NA,105,7.52,4.58
"RB",6,4.53,36,15,120,7.26,4.56
"WR",5,4.42,36,11,123,6.64,4.15
"RB",5,4.49,35.5,NA,121,6.93,4.28
"WR",NA,4.74,30,10,112,6.85,4.12
"OG",5,5.36,27,21,102,8.13,4.73
"OT",2,5.18,30.5,23,109,7.73,4.58
"TE",1,4.64,37.5,21,133,6.97,4.34
"WR",NA,NA,43.5,18,133,NA,NA
"RB",NA,4.65,35,14,120,6.99,4.34
"C",NA,NA,NA,24,NA,NA,NA
"TE",NA,4.84,27,17,112,7.37,4.45
"WR",NA,4.55,36,14,126,7.11,4.29
"RB",4,4.65,33,30,116,7.26,4.37
"QB",5,4.82,31,NA,110,7.14,4.31
"TE",NA,4.97,28,18,109,7.55,4.59
"C",2,5.15,27,26,107,7.89,4.81
"RB",4,4.48,33.5,5,117,NA,NA
"WR",NA,4.6,31,11,115,7,4.39
"OT",1,NA,NA,25,NA,NA,NA
"WR",NA,4.42,36.5,NA,129,6.77,4.19
"RB",NA,4.76,30.5,16,116,7.18,4.46
"WR",4,4.52,37,NA,124,6.83,4.13
"TE",4,4.86,30,NA,110,7.05,4.51
"OT",2,5.15,26,NA,106,7.81,4.82
"WR",NA,4.62,31.5,13,120,6.77,4.46
"WR",NA,NA,26.5,8,112,7.22,4.54
"FB",6,4.93,32,19,114,7.27,4.34
"WR",NA,4.51,35,10,113,6.99,4.28
"WR",1,4.22,37,NA,133,NA,NA
"C",6,5.54,26.5,19,97,7.6,4.47
"WR",NA,4.65,31.5,12,114,6.93,4.46
"QB",NA,4.93,27,NA,105,7.23,4.47
"QB",NA,NA,NA,NA,NA,NA,NA
"WR",2,4.31,37,18,119,7.09,4.33
"TE",5,NA,33,22,121,NA,NA
"WR",NA,4.61,31,13,116,7.19,4.49
"WR",NA,4.69,28,17,121,7.46,4.33
"OT",6,5.55,23,NA,98,8.19,5.06
"TE",2,4.79,32.5,24,121,7.09,4.38
"OT",4,5.44,20.5,19,97,7.87,4.78
"OG",4,5.35,32,28,110,7.71,4.56
"OT",NA,5.42,26,NA,97,7.61,5.01
"RB",NA,NA,29,22,108,7.3,4.56
"TE",3,4.62,38,22,127,NA,4.18
"WR",2,4.54,32.5,15,120,NA,NA
"TE",5,4.69,29,NA,116,NA,NA
"WR",NA,4.51,36,NA,130,NA,NA
"FB",NA,4.75,28,24,111,7.65,4.45
"WR",3,4.49,34,NA,124,NA,NA
"WR",4,4.51,32,11,116,6.77,4
"WR",3,4.5,33.5,13,132,6.57,4.21
"WR",5,4.63,33,13,117,6.74,4.01
"OT",6,5.27,26,15,107,7.84,4.6
"RB",NA,4.62,32,11,116,NA,NA
"WR",NA,4.63,32.5,9,118,NA,NA
"C",NA,5.51,25.5,21,100,8.09,4.84
"QB",1,4.67,27.5,NA,116,6.87,4.25
"WR",NA,NA,NA,10,NA,NA,NA
"QB",1,4.66,32.5,NA,119,6.95,4.31
"QB",3,4.79,33,NA,118,6.92,4.21
"WR",4,NA,NA,NA,NA,NA,NA
"OT",NA,5.48,20.5,15,105,NA,5.01
"WR",NA,4.44,32.5,8,120,7.17,4.37
"RB",4,4.59,30,NA,123,7.25,4.53
"RB",4,4.41,35,14,125,7.19,4.19
"WR",1,NA,32.5,15,121,NA,NA
"RB",NA,4.51,36,18,121,6.86,4.18
"WR",NA,4.57,NA,10,119,NA,4.57
"QB",NA,4.81,29.5,NA,112,7.18,4.48
"WR",NA,NA,36,NA,120,NA,NA
"RB",NA,4.64,33.5,11,122,NA,NA
"QB",NA,4.63,NA,NA,112,6.81,4.57
"WR",NA,4.51,34.5,19,124,NA,NA
"RB",NA,4.63,36.5,13,122,NA,NA
"OG",NA,5.34,29.5,15,103,NA,NA
"WR",NA,4.8,31.5,NA,NA,NA,NA
"WR",NA,4.6,38,21,120,6.56,4.04
"RB",NA,4.74,33.5,22,116,NA,NA
"OG",NA,5.1,29,NA,104,7.95,4.69
"RB",NA,4.7,29.5,12,115,NA,NA
"QB",NA,4.88,28.5,NA,101,7.28,4.32
"WR",NA,4.49,37.5,12,130,6.97,4.5
"TE",NA,4.75,33,20,116,7.5,4.59
"WR",NA,4.52,33.5,24,118,7.16,4.57
"WR",NA,4.67,34,9,114,7.24,4.37
"RB",NA,NA,NA,18,NA,NA,NA
"TE",3,NA,NA,NA,NA,NA,NA
"C",4,5.34,26.5,27,99,7.81,4.71
"QB",1,4.75,33.5,NA,119,6.9,4.4
"TE",3,4.67,31,17,113,7.34,4.38
"WR",7,4.62,34,13,121,7.07,4.25
"RB",4,4.46,33.5,15,122,6.91,4.35
"RB",1,4.4,41,29,NA,NA,4.24
"QB",NA,4.7,30,NA,108,7.38,4.44
"TE",NA,4.81,33,NA,117,7.28,4.51
"FB",7,NA,NA,NA,NA,NA,NA
"QB",NA,4.95,31,16,112,7.15,4.33
"WR",6,NA,NA,11,NA,NA,NA
"OT",NA,NA,NA,NA,NA,NA,NA
"OT",3,5.85,19.5,14,82,7.87,5.38
"WR",NA,NA,NA,NA,NA,NA,NA
"WR",6,4.43,33.5,11,115,6.71,4.37
"WR",4,4.41,34,NA,121,NA,NA
"WR",6,4.59,38.5,18,130,6.56,4.03
"OT",3,5.39,26.5,24,97,8.04,4.84
"WR",2,4.34,40,16,129,NA,NA
"OT",3,5.33,NA,19,NA,NA,NA
"RB",2,4.52,38.5,29,128,7.09,4.25
"C",7,5.39,29,25,97,8.04,4.92
"WR",NA,4.64,30,11,113,6.7,4.32
"RB",NA,4.65,33,23,120,NA,NA
"C",3,5.23,23.5,23,104,7.77,4.78
"TE",5,4.8,38,18,120,7.13,4.23
"OG",2,5.15,28,19,106,7.87,4.5
"WR",4,4.43,34.5,14,113,6.93,4.15
"OT",5,5.23,30,17,105,7.89,4.77
"C",2,NA,30.5,21,108,7.29,4.4
"QB",1,4.85,26.5,NA,105,6.96,4.4
"OG",6,5.58,23.5,17,98,7.86,4.95
"TE",4,4.87,28,15,111,7.07,4.4
"RB",4,4.55,34,19,122,6.79,4.07
"RB",NA,4.78,31,15,114,7.09,4.34
"QB",7,4.76,30.5,NA,114,7.09,4.37
"QB",6,NA,26.5,NA,103,NA,NA
"QB",NA,4.98,29,NA,110,6.96,4.4
"RB",NA,4.83,30.5,17,109,7.45,4.53
"WR",NA,4.41,31,NA,116,6.9,4.2
"RB",NA,4.63,30,18,109,6.93,4.31
"RB",3,4.54,34,17,118,6.9,4.16
"TE",5,NA,NA,14,NA,NA,NA
"WR",3,4.51,36,10,122,6.95,4.37
"OT",NA,5.46,24,20,94,7.61,4.68
"TE",2,4.54,41.5,22,129,6.76,4.1
"TE",2,NA,NA,23,NA,NA,NA
"OG",6,5.2,25,32,103,7.6,4.83
"RB",2,4.49,31.5,15,NA,NA,NA
"WR",4,NA,34.5,NA,118,6.84,4.15
"OT",NA,4.9,NA,NA,NA,NA,NA
"OG",NA,5.45,24,18,96,7.84,4.8
"WR",NA,4.5,32.5,12,120,6.89,4.28
"TE",4,NA,NA,21,NA,NA,NA
"OG",2,5.15,24,37,104,7.59,4.7
"RB",4,4.38,35.5,NA,119,7.18,4.35
"TE",1,4.67,31.5,NA,120,7.19,4.37
"TE",7,4.94,33,18,110,7.15,4.43
"RB",7,4.52,38.5,13,122,6.81,4.07
"QB",1,NA,NA,NA,NA,NA,NA
"WR",7,4.48,35.5,6,122,6.87,4.16
"RB",2,NA,40,11,126,7.07,4.29
"OT",5,5.5,24,NA,102,8.32,4.99
"OT",NA,5.22,27,16,109,8.1,4.94
"RB",2,4.65,36.5,NA,NA,NA,NA
"OG",6,5.32,27,28,101,7.92,4.86
"RB",6,NA,35,15,120,7.13,4.51
"WR",2,4.47,35.5,20,115,7.09,4.45
"WR",NA,4.51,33.5,11,120,NA,NA
"WR",5,4.5,34.5,8,112,NA,4.19
"QB",4,4.81,31,NA,113,6.95,4.07
"WR",NA,4.55,38,17,122,NA,NA
"QB",6,4.98,32,NA,115,7,4.41
"OT",4,NA,NA,19,NA,NA,NA
"QB",NA,4.9,29.5,NA,106,7.49,4.53
"OL",5,5.33,28.5,26,97,7.86,4.88
"QB",1,4.84,29,NA,111,7,4.28
"WR",6,4.53,34.5,13,113,NA,NA
"OG",NA,5.35,23.5,26,97,7.72,4.82
"OT",1,NA,28.5,24,105,NA,NA
"RB",1,4.54,NA,22,NA,NA,4.21
"WR",2,NA,NA,22,NA,NA,NA
"OT",1,4.95,31.5,24,121,7.34,4.49
"WR",NA,4.56,32.5,13,121,6.75,4.4
"WR",1,4.42,39.5,15,132,6.95,4.07
"RB",NA,4.58,33,15,122,6.95,4.16
"OG",1,NA,26.5,35,105,7.65,4.62
"OT",3,4.96,24,27,102,7.65,4.44
"OT",3,5.31,23.5,19,102,7.87,4.8
"OT",2,4.82,29.5,22,107,7.14,4.5
"OT",3,5.4,28.5,NA,113,7.82,4.68
"OT",NA,NA,NA,27,NA,NA,NA
"RB",1,4.46,32.5,13,120,NA,NA
"WR",2,NA,NA,NA,NA,NA,NA
"WR",NA,NA,NA,NA,NA,NA,NA
"C",1,NA,NA,NA,NA,NA,NA
"WR",NA,4.46,33.5,15,120,6.87,4.4
"C",5,5.09,33.5,25,111,7.5,4.69
"WR",7,4.55,33.5,17,116,6.91,4.19
"C",1,NA,NA,26,NA,NA,NA
"OL",3,NA,NA,24,NA,NA,NA
"OT",4,5.26,31.5,NA,108,7.8,4.83
"WR",1,4.43,31,15,110,6.88,4.41
"WR",NA,4.56,34,13,123,NA,NA
"QB",1,4.92,31,NA,111,7.09,4.28
"QB",3,4.9,26,NA,NA,NA,NA
"TE",5,4.54,34.5,18,121,6.93,4.28
"RB",7,4.52,40,14,129,NA,4.34
"TE",4,4.75,32,15,120,7,4.4
"WR",4,4.56,34.5,16,124,7.2,4.4
"OT",6,5.38,26,19,106,7.41,4.71
"C",NA,5.24,26.5,NA,110,7.62,4.59
"OG",2,5.22,33.5,35,113,NA,4.77
"TE",4,4.81,31,18,110,7.17,4.23
"WR",6,4.48,NA,20,NA,NA,NA
"WR",2,4.54,35.5,18,124,6.57,4.11
"WR",7,4.68,31,NA,112,NA,NA
"OT",7,5.24,30.5,NA,99,NA,NA
"OG",5,5.24,29,30,114,7.45,4.84
"TE",4,4.74,36,NA,123,7.15,4.2
"TE",6,4.74,27,16,111,7.5,4.75
"RB",NA,4.56,35.5,16,125,NA,NA
"OT",NA,NA,NA,NA,NA,NA,NA
"OG",NA,5.4,28,NA,109,7.7,4.9
"WR",5,4.37,30.5,15,124,NA,NA
"RB",NA,4.54,32,12,NA,NA,NA
"RB",4,4.6,31.5,18,118,NA,NA
"RB",NA,4.69,33,25,121,6.98,4.18
"WR",2,4.54,34.5,14,120,7.11,4.32
"WR",NA,4.43,38,15,129,7.24,4.41
"OT",NA,5.34,24.5,28,106,8.55,5.38
"C",NA,5.43,25,20,103,7.9,4.81
"QB",5,5.09,27,NA,96,7.4,4.4
"RB",5,NA,36,16,117,NA,4.27
"OT",2,5.05,34,26,112,7.83,4.63
"RB",NA,4.72,32,22,109,NA,4.21
"WR",6,4.55,37,9,121,6.89,4.23
"RB",NA,NA,NA,15,NA,NA,NA
"WR",7,4.53,33.5,NA,113,7,NA
"QB",7,4.79,31.5,NA,103,6.94,4.15
"OG",1,NA,NA,NA,NA,NA,NA
"OT",NA,5.16,27.5,26,89,8.34,5.28
"OT",NA,5.05,28.5,26,105,7.88,5.05
"WR",NA,4.45,38.5,13,125,7.4,4.44
"OT",NA,5.18,27,16,103,7.68,4.74
"RB",6,NA,NA,25,NA,NA,NA
"WR",2,NA,NA,NA,NA,NA,NA
"RB",5,4.45,30,22,114,7.02,4.29
"OL",NA,NA,28,24,103,NA,NA
"RB",NA,4.59,38.5,34,126,6.95,4.1
"OL",NA,NA,NA,NA,NA,NA,NA
"OT",7,5.18,27,25,109,7.85,4.66
"OL",NA,5.09,27,28,102,7.45,4.53
"OL",NA,5.24,NA,20,NA,NA,NA
"TE",NA,4.95,31,22,113,7.37,4.42
"WR",3,4.42,43.5,12,140,6.77,4.07
"OL",1,4.92,31,34,104,7.41,4.53
"WR",NA,NA,32,12,117,NA,4.25
"RB",NA,4.72,35.5,15,118,7.38,4.44
"WR",2,4.49,36.5,19,120,NA,NA
"QB",NA,4.74,29,NA,112,7.19,4.44
"TE",NA,4.75,33,17,117,7.27,4.51
"WR",1,NA,NA,NA,NA,NA,NA
"WR",NA,NA,36,11,115,NA,4.22
"WR",4,4.48,36,18,128,NA,NA
"OT",3,NA,NA,32,NA,NA,NA
"OL",NA,5.07,28.5,26,105,7.46,4.62
"WR",2,4.31,40,11,135,NA,4.03
"TE",NA,NA,NA,NA,NA,NA,NA
"WR",NA,4.5,34.5,NA,124,NA,NA
"OT",6,5.23,26.5,20,103,7.95,4.92
"WR",NA,NA,NA,21,NA,NA,NA
"OL",3,5.23,26,23,107,7.94,4.83
"WR",NA,NA,35,12,124,7.09,4.23
"OL",3,5.23,28,21,105,7.88,4.81
"OT",1,4.96,29,24,118,7.44,4.4
"WR",NA,4.41,37.5,16,120,NA,4.43
"WR",NA,NA,NA,NA,NA,NA,NA
"WR",NA,NA,NA,8,NA,NA,NA
"WR",NA,4.43,38,13,121,7,4.22
"WR",NA,4.55,31.5,NA,120,7,4.31
"OT",3,5.19,NA,21,NA,NA,NA
"OT",5,5.28,25.5,NA,99,7.69,4.77
"OT",3,5.2,NA,22,NA,NA,NA
"TE",1,4.5,39.5,20,127,6.81,4.22
"WR",NA,4.45,37,8,123,7.25,4.59
"QB",4,4.73,30.5,NA,116,7.2,4.2
"QB",NA,4.64,29.5,NA,115,NA,NA
"OT",2,5.21,28.5,19,104,8.27,4.87
"OL",4,5.2,27.5,31,105,7.51,4.54
"WR",6,4.58,36.5,15,126,NA,NA
"OL",6,NA,NA,NA,NA,NA,NA
"RB",7,4.58,35.5,24,118,7.19,4.27
"TE",5,4.9,29.5,12,110,7.4,4.53
"WR",7,4.55,36.5,NA,117,6.96,NA
"OT",7,5.26,NA,26,90,NA,NA
"OT",NA,NA,NA,NA,NA,NA,NA
"OL",NA,NA,NA,NA,NA,NA,NA
